id;titre;auteurs;typepubli;equipe;thematic;axe
6637;Grand Paris Express : un projet au service de la réduction des inégalités d'accessibilité entre l'Ouest et l'Est de la région urbaine de Paris ?;BEAUCIREF,DREVELLEM;article_revue;CRIA;;5_image_espace
6638;La planification urbaine française : théories, normes juridiques et défis pour la pratique ;DOUAYN;article_revue;CRIA;;5_image_espace
6639;La relation ville-fleuve-port dans les projets urbains : acteurs et instruments d'une reconnexion (Strasbourg, Lyon);DEBRIEJ;article_revue;CRIA;;5_image_espace
6640;Shaping port governance: the territorial trajectories of reform;DEBRIEJ,LAVAUD-LETILLEULV,PAROLAF;article_revue;CRIA;;5_image_espace
6641;Shrinking Cities, villes en décroissance : une mesure du phénomène en France;WOLFM,FOLS,ROTH,CUNNINGHAM-SABOTE;article_revue;CRIA;;5_image_espace
6642;« Le conservatisme japonais fait Constitution, ou le projet de révision constitutionnelle du Jimint? (Parti libéral-démocrate) »;CORBELA,BUHNIKS;article;CRIA;;5_image_espace
6643;Aix-Marseille-Provence : accouchement d'une métropole dans la douleur;DOUAYN;article;CRIA;;5_image_espace
6644;L'espace économique. Introduction à la géographie économique et humaine, progression en 5 TD pour Licence 1 et proposition de devoir ;BARONM,COMMENGESH,PRUNIERD,RAADL;article;CRIA;1_europe_mondialisation;5_image_espace
6645;L'hydre-ville, saucisson ici, soja là-bas;BARLESS;article;CRIA;;5_image_espace
6646;Planning 2.0, from Protest to Participation;DOUAYN;article;CRIA;;5_image_espace
6647;Formes urbaines ;DESJARDINSX;chapitre;CRIA;;5_image_espace
6648;The Restructuring of Declining Suburbs in the Paris Region;ALBECKERMF,FOLS;chapitre;CRIA;;5_image_espace
6649;Theoretical Approaches of Shrinking Cities;CUNNINGHAM-SABOTE,AUDIRACI,FOLS,MARTINEZ-FERNANDEZC;chapitre;CRIA;;5_image_espace
6650;How does periurban morphology impact public transport cost in low density areas : an analysis of 100 French metropolitan areas;DREVELLEM;communication;CRIA;;5_image_espace
6651;Les inégalités sociales de desserte et d'accessibilité : le réseau ferroviaire francilien face aux mutations territoriales depuis 1975 ;DESJARDINSX,DREVELLEM;communication;CRIA;;5_image_espace
6652;Les ports fluviaux, outil d'une métropolisation durable ? ;BEYERA,DEBRIEJ;proceedings;CRIA;;5_image_espace
6653;Maps of emotion : the production of spatial and emotional knowledge. An epistemological approach.;OLMEDOE;proceedings;EHGO;;6_geo_pratiques
6654;L'EEDD, enjeux d'acteurs et de territoires ;LEININGER-FREZALC;article;EHGO;;hors_axe
6655;From teaching Geography of information towards geography of location and attributes;PIGAKIM,LEININGER-FREZALC;communication;EHGO;;hors_axe
6656;Introduction des « jeux sérieux » à l'école : vers un nouveau rapport au savoir ?;GENEVOISS,LEININGER-FREZALC;communication;EHGO;;hors_axe
6657;Construire une géographie de la Science (introduction du dossier la science, l'espace et les cartes);ECKERTD,BARONM;article_revue;PARIS;;1_recompo_territoire_metro,2_dynamique_reseau,3_nouvelle_modelisation
6658;Average distance between inhabitants : a relevant indicator for characterising urban structures;LENECHETF,BRETAGNOLLEA,GUEROISM,PAVARDA;communication;PARIS;;2_dynamique_reseau,3_nouvelle_modelisation
6659;Shadow circuits: urban spaces and mobilities across the Mediterranean;SCHMOLLC,SEMIG;article_revue;PARIS;1_europe_mondialisation;hors_axe
6660;Figures de la migration féminine en Europe du Sud;SCHMOLLC;article;PARIS;1_europe_mondialisation;hors_axe
6661;L'espace économique, Introduction à la géographie économique et humaine;BARONM,COMMENGESH,PRUNIERD,RAADL;article;PARIS;1_europe_mondialisation;hors_axe
6662;Les enjeux de l'immigration en Italie;SCHMOLLC;article;PARIS;1_europe_mondialisation;hors_axe
6663;Un dimanche à Nicosie;SCHMOLLC,AKOKAK,BERNARDIE-TAHIRN,CLOCHARDO;article;PARIS;1_europe_mondialisation;hors_axe
6664;Jalons pour une réflexion sur la relation entre autonomie et migrations en Europe du Sud;SCHMOLLC;chapitre;PARIS;1_europe_mondialisation;hors_axe
6665;Mobilité et pauvreté;FOLS;chapitre;CRIA;1_europe_mondialisation;hors_axe
6666;Dilemmes de la réforme régionale tunisienne. Analyse soatiale et territoriale des propositions de réorganisation du maillage administratif;BENNASRA,BARONM,RUFFRAYdeS,GRASLANDC,GERIN-PACEF;communication;PARIS;1_europe_mondialisation;hors_axe
6667;Les migrations qualifiées des Italiens en France;SCHMOLLC,DUBUCSH,PFIRSCHT;communication;PARIS;1_europe_mondialisation;hors_axe
6668;Mobilité, accessibilité, équité : pour une renouvellement de l'analyse des inégalités sociales d'accès à la ville;FOLS,GALLEZC;communication;CRIA;1_europe_mondialisation;hors_axe
6669;Pour une approche générationnelle de l'émigration ? Réflexions à partir du cas des migrants très qualifiés à Paris;SCHMOLLC,DUBUCSH,PFIRSCHT;communication;PARIS;1_europe_mondialisation;hors_axe
6670;Repenser les migrations sud-européennes face à la crise;SCHMOLLC,AMATOF;communication;PARIS;1_europe_mondialisation;hors_axe
6671;Introvabile Europa?  Seconde generazioni e identità europea, una zona d'ombra nelle ricerche francesi;SCHMOLLC;conf_invite;PARIS;1_europe_mondialisation;hors_axe
6672;Irregular migration to Southern European Islands ;SCHMOLLC;conf_invite;PARIS;1_europe_mondialisation;hors_axe
6673;Islands and Undesirables;SCHMOLLC,BERNARDIE-TAHIRN;conf_invite;PARIS;1_europe_mondialisation;hors_axe
6674;Mobilités au féminin en Europe méridionale. Trajectoires, territoires;SCHMOLLC;conf_invite;PARIS;1_europe_mondialisation;hors_axe
6675;Can we claim spatial misclassification of neighborhood exposures without any reference to people?Re: Examination of How Neighborhood Definition Influences Measurements of Youths' Access to Tobacco Retailers: A Methodological Note on Spatial Misclassification;VALLEEJ,SHARECKM;article_revue;PARIS;;1b_territ_metro,3b_explo_modelisation
6676;The changing tides of port geography (1950-2012);NGAKY,DUCRUETC;article_revue;PARIS;;2b_systemes_villes
6677;Conceptualité et sensibilité dans la carte sensible. Concepts au prisme de l'épistémologie de la cartographie;OLMEDOE,ROUXJ-M;article_revue;EHGO;;6b_ecriture_geo
6678;(Toshi no) shukushi : rétraction urbaine ;BUHNIKS;chapitre;CRIA;;1b_territ_metro
6679;Chapter 7. The Uneven Impacts of Demographic Decline in a Japanese Metropolis: A Three-scale Approach to Urban Shrinkage Patterns in the Osaka Metropolitan Area. ;BUHNIKS;chapitre;CRIA;;1b_territ_metro
6680;Commerce et espaces publics. Les métropoles nord-américaines et européennes entre marchandisation et sociabilité;FLEURYA,RADICEM;chapitre;PARIS;;1b_territ_metro
6681;Commerce et gentrification. Le commerce comme marqueur, vecteur ou frein de la gentrification. Regards croisés à Berlin, Bruxelles et Paris;CHABROLM,FLEURYA,VANCRIEKINGENM;chapitre;PARIS;;1b_territ_metro
6682;La mise en patrimoine des espaces publics. Regards croisés à Paris et à Berlin;FLEURYA;chapitre;PARIS;;1b_territ_metro
6683;Shurinkingu Nippon. Globalisation des regards sur le déclin urbain au Japon;BUHNIKS;chapitre;CRIA;;1b_territ_metro
6684;« Il n'y a personne et quand on y voit des gens, ils sont moins bêtes que dans la ville » : quels espaces publics dans les pratiques et représentations des habitants du périurbain ?;FLEURYA,KARAMANH;communication;PARIS;;1b_territ_metro
6685;Petites villes dans les franges de l'aire métropolitaine parisienne : entre ancrages locaux et intégration métropolitaine;BERROIRS,FLEURYA,FOLS,GUEROISM,VALLEEJ,VIANAE;communication;PARIS;;1b_territ_metro
6686;Public/privé : la redistribution des rôles dans la production des espaces publics;FLEURYA;conf_invite;PARIS;;1b_territ_metro
6687;The 'constant size neighbourhood trap' in accessibility and health studies;VALLEEJ,LEROUXG,CHAIXB,KESTENSY,CHAUVINP;article_revue;PARIS;;1b_territ_metro,3b_explo_modelisation
6688;The environmental correlates of overall and neighborhood based recreational walking (a cross-sectional analysis of the RECORD Study;CHAIXB,SIMONC,CHARREIREH,THOMASF,KESTENSY,KARUSISIN,VALLEEJ,OPPERTJM,WEBERC,PANNIERB;article_revue;PARIS;;1b_territ_metro,3b_explo_modelisation
6689;Trends in the Social Disparities of Access by Train to Jobs, in Paris Region since 1975  ;DESJARDINSX;article_revue;CRIA;;1b_territ_metro,4c_reversibilite_proximite
6690;Structuration du paysage universitaire francilien. Ce que disent les représentations et les parcours des étudiants de droit et d'administration économique et sociale,;BARONM,FROUILLOUL;communication;PARIS;;1b_territ_metro,4c_reversibilite_proximite
6691;Ports and the local embedding of commodity flows;DUCRUETC,ITOHH,JOLYO;article_revue;PARIS;;2b_systemes_villes
6692;Spatial science and network science: review and outcomes of a complex relationship;DUCRUETC,BEAUGUITTEL;article_revue;PARIS;;2b_systemes_villes
6693;Europe in global maritime flows: gateways, forelands and subnetworks;DUCRUETC,JOLYO,LECAMM;chapitre;PARIS;;2b_systemes_villes
6694;Évolution des systèmes de transport urbain en périphérie du Cap et de Hanoi;MUSILC,NINOTO,BAFFIS,DREVELLEM;chapitre;PARIS;;2b_systemes_villes
6695;L'insertion des villes portuaires maghrébines dans la circulation maritime mondiale;MOHAMED-CHERIFFZ,DUCRUETC;chapitre;PARIS;;2b_systemes_villes
6696;Complex network measures applied to global maritime flows (1890-2010);DUCRUETC;communication;PARIS;;2b_systemes_villes
6697;Histories, networks and port-city development: towards an evolutionary approach;JACOBSW,DUCRUETC;communication;PARIS;;2b_systemes_villes
6698;Innovation cycles and urban trajectories : co-evolution or divergence of french urban areas since the 1960's;VACCHIANI-MARCUZZOC,PAULUSF;communication;PARIS;;2b_systemes_villes
6699;Mapping global urban interactions: maritime flows and port hierarchies since the late nineteenth century;DUCRUETC;communication;PARIS;;2b_systemes_villes
6700;Qu'est-ce qu'une petite ville sud-africaine? Entre townships, colonial settlements, suburbs et dumping grounds : Approches génétique et dynamique ;GIRAUTF,VACCHIANI-MARCUZZOC;communication;PARIS;;2b_systemes_villes
6701;Scaling laws as a tool for characterizing the functional evolution in urban systems;SWERTSE,VACCHIANI-MARCUZZOC,PAULUSF;communication;PARIS;;2b_systemes_villes
6702;The Mediterranean basin between global and regional integration;MAREÏN,DUCRUETC;communication;PARIS;;2b_systemes_villes
6703;Universités et Territoires, du passé faisons table rase ?;BARONM,BARRERAC,BIRCKF;article_revue;PARIS;;2b_systemes_villes,4c_reversibilite_proximite
6704;Le naufrage de la Yougoslavie:un processus de désintégration;TROUDEA;article_revue;PARIS;;3b_explo_modelisation
6705;L'Union européenne parle du développement des territoires;SANTAMARIAF,ELISSALDEB,FEREDJA;article;CRIA;4_mobilite;4b_union_europeenne
6706;Inégalités de revenus et pauvreté en Europe;ZANINC;chapitre;PARIS;;4b_union_europeenne
6707;<em>Capitalization and dissemination of ESPON concepts</em>;ELISSALDEB,SANTAMARIAF;rapport;CRIA;4_mobilite;4b_union_europeenne
6708;Décroissance urbaine;CUNNINGHAM-SABOTE,FOLS,ROTHH;article_revue;CRIA;;4c_reversibilite_proximite
6709;Introduction Linking rail and urban development: reflections on French and British experience;DESJARDINSX,MAULATJ,SYKESO;article_revue;CRIA;4_mobilite;4c_reversibilite_proximite
6710;L'écologie territoriale et les enjeux de la dématérialisation des sociétés : l'apport de l'analyse des flux de matières;BARLESS;article_revue;CRIA;;4c_reversibilite_proximite
6711;Linking rail and urban development: reflections on French and British experience ;DESJARDINSX,MAULATJ,SYKESO;article_revue;CRIA;;4c_reversibilite_proximite
6712;Using contrats d'axe to coordinate regional rail transport, stations and urban development: from concept to practice;MAULATJ,KRAUSSA;article_revue;CRIA;4_mobilite;4c_reversibilite_proximite
6713;Développement urbain durable en Chine : entre apprentissage et mirage marketing;DOUAYN,CORYT;chapitre;CRIA;;4c_reversibilite_proximite
6714;Attractivité du territoire, patrimoine et gastronomie en Serbie;TROUDEA;communication;PARIS;;4c_reversibilite_proximite
6715;Les villages ethno de Serbie occidentale;TROUDEA;communication;PARIS;;4c_reversibilite_proximite
6716;La prospective territoriale, une aventure interdisciplinaire : retour sur le projet Estuaires à venir (Centre Michel Serres);DEBRIEJ;proceedings;CRIA;;4c_reversibilite_proximite
6717;<em>Les métropoles fluviales. Concilier aménagement et logistique pour un développement urbain durable.</em>;BEYERA,DEBRIEJ;dir_ouvrage;CRIA;;4c_reversibilite_proximite
6718;Les mobilités féminines et leurs enjeux identitaires, économiques et politiques;SCHMOLLC;chapitre;PARIS;;hors_axe
6719;Gendered geographies of Power in Borderland Europe;SCHMOLLC;conf_invite;PARIS;4_mobilite;
6720;Il modello sud-europeo di migrazione. Per una prospettiva di genere;SCHMOLLC;conf_invite;PARIS;4_mobilite;
6721;<em>Expériences du genre. Intimités, marginalité, travail, migration</em>;SCHMOLLC,ANGLADEMP,DEBARREF,BOUASRIAL,CHEIKHM,MANRYV;dir_ouvrage;PARIS;4_mobilite;
6417;Régions, néo-régionalisme, quels enjeux pour la géographie ? Le cas italien;RIVIÈRED;article;PARIS;;1_recompo_territoire_metro
6796;Les effets structurants ou les raccourcis de l’explication géographique;PUMAIND;article_revue;PARIS;;5b_savoir_espace_situation
6797;La ville mystérieuse;PUMAIND;article_revue;PARIS;;2b_systemes_villes
6799;Géographie-exploration;PUMAIND;;PARIS;;hors_axe
6801;Le modèle pour reconstruire une géographie théorique;PUMAIND;chapitre;PARIS;;3b_explo_modelisation
6802;Interaction d’ontologies informatique et géographique pour simuler les dynamiques multiscalaires;LOUAILT,PUMAIND;chapitre;PARIS;;3b_explo_modelisation
6804;<em>Mobilité et Systèmes urbains durables</em>;DUVALPP,GETTONF,PUMAIND;rapport;PARIS;;1b_territ_metro
6881;<em>Actes du colloque Evaluation des productions scientifiques. Des innovations en SHS ?</em>;KOSMOPOULOSC,DASSAM;dir_ouvrage;;;hors_axe
6884;The coverage of HHS resulting from JournalBase and the prospect opened up by Open Access ;KOSMOPOULOSC,PUMAIND;conf_invite;;;hors_axe
6883;Study on the quantitative assessment of performance in Social Sciences and Humanities;KOSMOPOULOSC;conf_invite;;;hors_axe
6882;<em>Study on the quantitative assessment of performance in Social Sciences and Humanities</em>;KOSMOPOULOSC;rapport;;;hors_axe
6885;<em>Les revues en SHS et leurs référencements dans le WOS, Scopus, l'AERES, ERIH</em>;DASSAM,KOSMOPOULOSC;conf_invite;;;hors_axe
6888;Cybergeo and the consumer Society;KOSMOPOULOSC,PUMAIND;divers;;;hors_axe
6923;Report Project on Study on the quantitative assessment of performance in Social Sciences and Humanities;KOSMOPOULOS;conf_invite;;;hors_axe
6924;<em>Le libre accès : une révolution scientifique pour les pays du Sud ?</em>;KOSMOPOULOSetal;divers;;;hors_axe
6948;Mesurer les pratiques modales et la dépendance automobile : à la recherche de congruence entre mesure et interprétation;COMMENGESH;article_revue;PARIS;;1b_territ_metro
6949;Définitions opérationnelles du temps pour l’analyse des données longitudinales;PISTREP,COMMENGESH,GUERREROD,PROULHACL;article_revue;PARIS;;2b_systemes_villes,3b_explo_modelisation
6950;La banlieue parisienne, périphérie réinvestie ?;ALBECKERM-F;article_revue;CRIA;;1b_territ_metro,2b_systemes_villes
6951;L’urbanisme, le génie urbain et l’environnement : une lecture par la technique;BARLESS;article_revue;CRIA;;4c_reversibilite_proximite
6952;The Main Characteristics of Urban Socio-Ecological Trajectories: Paris (France) from the 18th to the 20th Century;BARLESS;article_revue;CRIA;;4c_reversibilite_proximite
6953;La boue, la voiture et l’amuseur public : les transformations de la voirie parisienne, fin XVIIIe-fin XIXe siècles ;BARLESS;article_revue;CRIA;;4c_reversibilite_proximite
6954;Energy and material flows of megacities;KENNEDYCA,STEWARTI,FACCHINIA,CERSOSIMOI,MELER,CHENB,UDAM,KANSALA,CHIUA,KIMA,DUBEUXC,LEBRELAROVEREE,CUNHAB,PINCETLS,KEIRSTEADIJ,BARLESS,PUSAKAKS,GUNAWANJ,ADEGBILEM,NAZARIHAM,HOQUES,MARCOTULLIOPJ,GONZALEZOTHARANF,GENENAT,IBRAHIMN,FAROOQUIR,CERVANTESG,SAHINAD;article_revue;CRIA;;4c_reversibilite_proximite
6955;Book Review: Sustainable Urban Metabolism by Paulo Ferrão and John E. Fernández. 2013;BARLESS;divers;CRIA;;4c_reversibilite_proximite
6956;La question alimentaire dans l'action publique locale. Analyse croisée des trajectoires municipales de Paris et de Brive-la-Gaillarde;BOGNONS,MARTYP;article_revue;CRIA;;4c_reversibilite_proximite
6957;Quelles alternatives à l’automobile dans les espaces d’Entre-villes ? Une comparaison franco-allemande;BRESA,DESJARDINSX;article_revue;CRIA;;1b_territ_metro
6958;Trains station in area of low density and scattered urbanisation;BRESA;article_revue;CRIA;;1b_territ_metro
6959;Adhérence des réseaux de circulation au Tiers-espace des régions urbaines : les figures d’une riveraineté de bord de route;BRESA,VANIERM;article_revue;CRIA;;1b_territ_metro
6960;Le critère de la grande vitesse dans la planification des infrastructures, vers un changement de référentiel ? Une lecture normande ;DEBRIEJ,GUÉRINAL;article_revue;CRIA;;4c_reversibilite_proximite
6961;L’aménagement des corridors de transport : outil d’action publique ? Analyse comparative de l’axe Seine (France) et du corridor Ontario-Quebec;BEZIATA,DEBRIEJ,HEITZA;article_revue;CRIA;;4c_reversibilite_proximite
6962;Paris, ville portuaire ? Du quai d’Issy au pont de Tolbiac. Balade fluviale le long de la Seine » Urbanités;DEBRIEJ;article_revue;CRIA;;4c_reversibilite_proximite
6963;Le transit-oriented development (TOD), vecteur ou mirage des transformations de la planification et de la gouvernance métropolitaines du Grand Montréal ? ;DOUAYN,ROY-BAILLARGEONO;article_revue;CRIA;;1b_territ_metro
6964;Opportunities and limitations of big data applications to human and economic geography: the state of the art;YANGZ,LONGY,DOUAYN;article_revue;CRIA;;1b_territ_metro
6965;Vancouverism: hybridisation and spread of an urban;DOUAYN;article_revue;CRIA;;1b_territ_metro
6967;Mouvements sociaux numériques et aménagement de l’espace;DOUAYN;article_revue;CRIA;;1b_territ_metro
6968;Park(ing) Day : label international d’un activisme urbain édulcoré;DOUAYN,PRÉVOTM;article_revue;CRIA;;1b_territ_metro
6969;Évolution des schémas, permanence des tracés : la planification de la région parisienne au prisme des réseaux ferroviaires ;DESJARDINSX,DOUAYN,GAGNIÈREV;article_revue;CRIA;;1_recompo_territoire_metro
6970;Le duo « métropole-région » au regard des politiques d'aménagement du territoire depuis les années 1980 : une comparaison entre Paris et Marseille;DESJARDINSX,DOUAYN;article_revue;CRIA;;1b_territ_metro
6971;Network geometry and the urban railway system: the potential benefits to geographers of harnessing inputs from naive outsiders;DUPUYG;article_revue;CRIA;;5_image_espace
6972;Sciences urbaines : interdisciplinarités passive, naïve, transitive, offensive;DUPUYG,BENGUIGUIGL;article_revue;CRIA;;4c_reversibilite_proximite
6973;Compte-rendu Queiros-Condé D., Chaline J., Dubois J., 2015, Le monde des fractales, la nature trans-échelles, Paris, Ellipses, 476 p. (2ème édition);DUPUYG;divers;CRIA;;4c_reversibilite_proximite
6975;Ville, néolibéralisation et justice, introduction au numéro spécial;MORANGEM,FOLS;article_revue;CRIA;;1b_territ_metro
6976;Faire face aux inégalités de mobilité. Tactiques, stratégies et projets des ménages pauvres en périphérie parisienne;JOUFFEY,CAUBELD,FOLS,MOTTE-BAUMVOLB;article_revue;CRIA;;1b_territ_metro
6977;Les écarts sociaux de recrutement des universités d’Île-de-France : un processus de ségrégation ?;FROUILLOUL;article_revue;CRIA;;1b_territ_metro,4c_reversibilite_proximite
6978;La géographie économique contemporaine entre fragmentations et recompositions;GÉNEAUdeLAMARLIÈREI;article_revue;CRIA;;4c_reversibilite_proximite
6979;Les paradoxes de la lutte contre l’habitat dégradé à Saint-Denis : favoriser la mixité sociale ou maintenir les classes populaires ?;RAADL;article_revue;CRIA;;1b_territ_metro,4c_reversibilite_proximite
6980;Investissement dans la vie locale des classes moyennes et appropriation de l’espace en banlieue rouge parisienne ;RAADL;article_revue;CRIA;;1b_territ_metro,4c_reversibilite_proximite
6981;Commerce de détail et changement social urbain : immigration, gentrification, déclin;BERROIRS,CLERVALA,DELAGEM,FLEURYA,FOLS,GIROUDM,RAADL,WEBERS;article_revue;CRIA,PARIS;;1b_territ_metro,4c_reversibilite_proximite
6982;Parlez-vous l’Européen ? Enquête sur quelques notions-clés de la politique régionale de l’Union européenne auprès d’acteurs français de l’aménagement ;SANTAMARIAF,ELISSALDEB;article_revue;CRIA;;4b_union_europeenne
6983;Territorial cohesion and regional competitiveness: Defining key-notions in the EU's regional Policy;ELISSALDEB,SANTAMARIAF;article_revue;CRIA;;4b_union_europeenne
6984;Dis-­?locating Public Space: Occupy Rondebosch Common, Cape Town.;HOUSSAY-HOLZSCHUCHM,THEBAULTE;article_revue;CRIA;;1b_territ_metro
6985;Rail-Voie d'eau, une combinaison contre-nature ? La desserte ferroviaire des ports franciliens et ses développements potentiels ;BEYERA,VERHAEGHEL;article_revue;CRIA;;1b_territ_metro
6986;A evolução das formas de gentrificação: estratégias comerciais locais e o contexto parisiense;VIANACERQUEIRAE;article_revue;PARIS;;1b_territ_metro
6987;As novas lógicas de fortificação residencial nas periferias metropolitanas de Belo Horizonte: quais impactos sobre a segregação social ?;VIANACERQUEIRAE;article_revue;PARIS;;1b_territ_metro
6988;Le musical;BESSEJ-M;article_revue;EHGO;;6b_ecriture_geo
6989;Voisinages;BESSEJ-M;article_revue;EHGO;;5b_savoir_espace_situation
6990;Géographie psychique. L’espace comme sentiment;BESSEJ-M;article_revue;EHGO;;6b_ecriture_geo
6991;Sui passi di Sebastian Münster. Pratiche dello spazio e scrittura geografica nel Rinascimento;BESSEJ-M;article_revue;EHGO;;6_geo_pratiques
6992;Des connaissances pour l’action. La géographie coloniale de Marcel Dubois et Maurice Zimmermann;CLERCP;article_revue;EHGO;;5b_savoir_espace_situation
6993;En rangs;CLERCP;article_revue;EHGO;;5b_savoir_espace_situation
6994;La commission cartographique ottomane, de sa création à la première guerre mondiale (1909-1919);DEBARRES;article_revue;EHGO;;5b_savoir_espace_situation
6995;Géographies françaises et géographies allemandes, circulations et échanges - fin XIX-début XXe siècle -- Introduction ;DEBARRES;article_revue;EHGO;;5b_savoir_espace_situation
6996;Géographie  des  colonies,  Kolonialgeographie  ?  Praticiens  et  théoriciens  d’une  spécialité  disciplinaire émergente  dans  l’enseignement  supérieur  allemand  (1873-1919)  ;DEBARRES,GINSBURGERN;article_revue;EHGO;;5b_savoir_espace_situation
7006;Enseigner les disparités socio spatiales avec HyperAtlas : le cas de l'Union Européenne ;PIGAKIM,LEININGER-FREZALC;article_revue;EHGO;;5b_savoir_espace_situation
7007;Une rhétorique des images du risque dans l’enseignement scolaire;LEININGER-FREZALC;article_revue;EHGO;;5b_savoir_espace_situation
7008;Les années 68 des sciences humaines et sociales;ORAINO;article_revue;EHGO;;5b_savoir_espace_situation
7009;Mai-68 et ses suites en géographie française;ORAINO;article_revue;EHGO;;5b_savoir_espace_situation
7010;Une fertilisation paradoxale ? Bilan historiographique de l’incidence de Mai 68 sur les transformations des sciences de l’homme et de la société dans les années 1960-1970;ORAINO;article_revue;EHGO;;5b_savoir_espace_situation
7011;À propos de Propositions destructives;ORAINO;article_revue;EHGO;;5b_savoir_espace_situation
7012;Cartographie participative, cartographie indisciplinée;PALSKYG;article_revue;EHGO;;6_geo_pratiques
7013;Espace vécu, perceptions, cartes mentales : l’émergence d’un intérêt pour les représentations symboliques dans la géographie française (1966-1985);PICHONM;article_revue;EHGO;;6b_ecriture_geo
7014;Annotations du séjour de Vidal de La Blache en Catalogne (1906)/Apunts de l’estada de Vidal de La Blache a Catalunya (1906) - Jubilations paysagères - Transcription ;ROBICM-C;article_revue;EHGO;;6b_ecriture_geo
7015;La réception de Friedrich Ratzel en France et ses usages au temps de l’installation de la géographie à l’Université (années 1880-1914) ;ROBICM-C;article_revue;EHGO;;5b_savoir_espace_situation
7016;Conhecer seu Mundo. Os geógrafos e os saberes geográficos nos congressos internacionais: espacialidades e geografismos ;ROBICM-C;article_revue;EHGO;;hors_axe
7017;Connaître son monde. Les géographes et les savoirs géographiques en congrès internationaux : spatialités et géographismes;ROBICM-C;article_revue;EHGO;;hors_axe
7018;Littérature et savoirs de l’espace, une expérience partagée du monde ;ROSEMBERGM;article_revue;EHGO;;6b_ecriture_geo
7019;Géographie de l’Europe et géographie de la construction européenne. Les images contradictoires de l’Europe et de l’Union européenne dans quelques manuels de géographie contemporains;BRENNETOTA,ROSEMBERGM;article_revue;EHGO;;6_geo_pratiques
7020;Le paysage et l'artifice en géographie. De la physionomie terrestre au paysage humain chez Max Sorre;SIMOND;article_revue;EHGO;;6b_ecriture_geo
7021;Entre diffusion de la carte et affirmation des savoirs géographiques en France : les paradoxes de la mise en place de la carte géographique au XVIIIe siècle;VERDIERN;article_revue;EHGO;;6b_ecriture_geo
7022;Route, réseau, chevelu : une archéogéographie des lignes et des traces;VERDIERN,ROBERTS;article_revue;EHGO;;5b_savoir_espace_situation
7023;La paradoxale circonscription intermédiaire infra-départementale : du district à l'arrondissement;VERDIERN;article_revue;EHGO;;hors_axe
7024;Les mutations des circonscriptions territoriales françaises, Crise ou Mutation ? ;VERDIERN,OZOUF-MARIGNIERM-V;article_revue;EHGO;;hors_axe
7025;Les routes de la poste à cheval, de 1632 à 1833;BRETAGNOLLEA,VERDIERN;article_revue;EHGO;;5b_savoir_espace_situation
7026;Visions de la complexité : le démon de Laplace dans tous ses états;DEFFUANTG,BANOSA,CHAVALARIASD,BERTELLEC,BRODUN,JENSENP,LESNEA,MULLERJP,PERRIERE,VARENNEF;article_revue;PARIS;;3b_explo_modelisation
7027;The Importance of Being Hybrid for Spatial Epidemic Models: A Multi-Scale Approach;BANOSA,CORSONN,GAUDOUB,LAPERRIEREV,REYS;article_revue;PARIS;;3b_explo_modelisation
7029;Chemins de civilisation ? Le rail dans les politiques territoriales en Afrique du Sud;BAFFIS;article_revue;PARIS;;2b_systemes_villes
7030;Pratiques d'une métropole émergente par les usagers des transports en commun, le cas du Cap, Afrique du Sud;BAFFIS;article_revue;PARIS;;2_dynamique_reseau
7031;Urbanization of the United States over two centuries: an approach based on a long-term database (1790-2010);BRETAGNOLLEA,DELISLEF,MATHIANH,VATING;article_revue;PARIS;;2b_systemes_villes
7032;La naissance du périurbain comme catégorie statistique en France. Une perspective internationale;BRETAGNOLLEA;article_revue;PARIS;;2b_systemes_villes
7033;Les effets structurants des transports, une question d’échelles ?;BRETAGNOLLEA;article_revue;PARIS;;2b_systemes_villes
7034;Trans-territoire.Repenser le lieu par les pratiques spatiales de populations en position de minorité;CATTANN;article_revue;PARIS;;1_recompo_territoire_metro
7035;Les trans-territoires des employées de maison Sri-Lankaises à Beyrouth. Une transformation du payasage urbain;CATTANN;article_revue;PARIS;;1_recompo_territoire_metro
7036;Les portes d'entrée de la France et les systèmes territoriaux des flux. Une démarche prospective pour quatre scénarios;CATTANN;article_revue;PARIS;;1_recompo_territoire_metro
7037;Gay and lesbian emotional geography of clubbing:reflections from Paris and Turin;CATTANN,VANOLOA;article_revue;PARIS;;1b_territ_metro
7038;Repenser la territorialité. L'apport du croisement mobilité et genre;CATTANN;article_revue;PARIS;;1b_territ_metro
7039;SLIDER: Software for LongItudinal Data Exploration with R;COMMENGESH,PISTREP,CURAR;article_revue;PARIS;;3b_explo_modelisation
7040;Multilevel comparison of large urban systems;PUMAIND,SWERTSE,COTTINEAUC,VACCHIANI-MARCUZZOC,IGNAZZIA,BRETAGNOLLEA,DELISLEF,CURAR,LIZZIL,BAFFIS;article_revue;PARIS;;3b_explo_modelisation
7041;Trajectoires des objets mobiles dans un espace support fixe;BUARDE,DEVOGELET,DUCRUETC;article_revue;PARIS;;3b_explo_modelisation
7042;Regions and material flows : Investigating the regional branching and industry relatedness of port traffic in a global perspective;DUCRUETC,ITOHH;article_revue;PARIS;;4c_reversibilite_proximite
7043;The polarization of global container flows by interoceanic canals : Geographic coverage and network vulnerability;DUCRUETC;article_revue;PARIS;;2b_systemes_villes
